2.000000000000000000e+02 6.584302749287256518e+01
2.062500000000000000e+02 6.395049457854909036e+01
2.125000000000000000e+02 6.217165555604976390e+01
2.187500000000000000e+02 6.049671800885339934e+01
2.250000000000000000e+02 5.891697769690834008e+01
2.312500000000000000e+02 5.742467155861024253e+01
2.375000000000000000e+02 5.601285391977896211e+01
2.437500000000000000e+02 5.467529174430553951e+01
2.500000000000000000e+02 5.340637559425660186e+01
2.562500000000000000e+02 5.220104361737777054e+01
2.625000000000000000e+02 5.105471639084275637e+01
2.687500000000000000e+02 4.996324085406185134e+01
2.750000000000000000e+02 4.892284188454231497e+01
2.812500000000000000e+02 4.793008032808989327e+01
2.875000000000000000e+02 4.698181650114001684e+01
2.937500000000000000e+02 4.607517835036576059e+01
3.000000000000000000e+02 4.520753359047185427e+01
3.062500000000000000e+02 4.437646525187634694e+01
3.125000000000000000e+02 4.357975016104374788e+01
3.187500000000000000e+02 4.281533995101830925e+01
3.250000000000000000e+02 4.208134426160772534e+01
3.312500000000000000e+02 4.137601584011330402e+01
3.375000000000000000e+02 4.069773729631217662e+01
3.437500000000000000e+02 4.004500930123563762e+01
3.500000000000000000e+02 3.941644004930581247e+01
3.562500000000000000e+02 3.881073582877927919e+01
3.625000000000000000e+02 3.822669256678814520e+01
3.687500000000000000e+02 3.766318823340849775e+01
3.750000000000000000e+02 3.711917600458347977e+01
3.812500000000000000e+02 3.659367809690555617e+01
3.875000000000000000e+02 3.608578019840602735e+01
3.937500000000000000e+02 3.559462642923282516e+01
4.000000000000000000e+02 3.511941477423871305e+01
4.062500000000000000e+02 3.465939293677065791e+01
4.125000000000000000e+02 3.421385456897681365e+01
4.187500000000000000e+02 3.378213583934975617e+01
4.250000000000000000e+02 3.336361230282422241e+01
4.312500000000000000e+02 3.295769604275697162e+01
4.375000000000000000e+02 3.256383305765769620e+01
4.437500000000000000e+02 3.218150086852389791e+01
4.500000000000000000e+02 3.181020632539234683e+01
