5.000000000000000000e+01 3.147604733619269979e+01
6.000000000000000000e+01 2.906618392798793593e+01
7.000000000000000000e+01 2.722381430203299857e+01
8.000000000000000000e+01 2.575395600851340205e+01
9.000000000000000000e+01 2.454424746451420347e+01
1.000000000000000000e+02 2.352479892262599748e+01
1.100000000000000000e+02 2.264955411863308754e+01
1.200000000000000000e+02 2.188675862383347948e+01
1.300000000000000000e+02 2.121370734563102189e+01
1.400000000000000000e+02 2.061367261504485882e+01
1.500000000000000000e+02 2.007401813360313270e+01
1.600000000000000000e+02 1.958499319307157194e+01
1.700000000000000000e+02 1.913893496553052742e+01
1.800000000000000000e+02 1.872972504901205326e+01
1.900000000000000000e+02 1.835240969134590472e+01
2.000000000000000000e+02 1.800292841946700406e+01
2.100000000000000000e+02 1.767791628058156306e+01
2.200000000000000000e+02 1.737455718524993387e+01
2.300000000000000000e+02 1.709047343151376808e+01
2.400000000000000000e+02 1.682364130254207524e+01
2.500000000000000000e+02 1.657232575600624003e+01
2.600000000000000000e+02 1.633502929659912795e+01
2.700000000000000000e+02 1.611045152505301559e+01
2.800000000000000000e+02 1.589745682127577631e+01
2.900000000000000000e+02 1.569504829401415869e+01
3.000000000000000000e+02 1.550234660744085424e+01
3.100000000000000000e+02 1.531857263949425807e+01
3.200000000000000000e+02 1.514303317711338615e+01
3.300000000000000000e+02 1.497510903817537198e+01
3.400000000000000000e+02 1.481424514714717766e+01
3.500000000000000000e+02 1.465994219519439312e+01
3.600000000000000000e+02 1.451174959341689608e+01
3.700000000000000000e+02 1.436925948844234924e+01
3.800000000000000000e+02 1.423210165565805063e+01
3.900000000000000000e+02 1.409993912162347485e+01
4.000000000000000000e+02 1.397246439551753205e+01
4.100000000000000000e+02 1.384939621170117974e+01
4.200000000000000000e+02 1.373047670316119984e+01
4.300000000000000000e+02 1.361546894010447062e+01
4.400000000000000000e+02 1.350415477889538174e+01
4.500000000000000000e+02 1.339633297621852748e+01
