0.000000000000000000e+00 3.600000000000000000e+02
2.274525786446726840e+02 3.600000000000000000e+02
4.334968858532246259e+02 3.600000000000000000e+02
6.222071635920981407e+02 3.600000000000000000e+02
7.991345153138770456e+02 3.600000000000000000e+02
9.947141626576285489e+02 3.600000000000000000e+02
1.163437526887947570e+03 3.600000000000000000e+02
1.371242964916126539e+03 3.600000000000000000e+02
1.553180422088937803e+03 3.600000000000000000e+02
1.721903786319256824e+03 3.600000000000000000e+02
1.912322738070558444e+03 3.600000000000000000e+02
2.104456241640450571e+03 3.600000000000000000e+02
2.294875193391751964e+03 3.600000000000000000e+02
2.420793732244801959e+03 3.600000000000000000e+02
2.433385586130106731e+03 3.600000000000000000e+02
