0.000000000000000000e+00 1.850000000000000000e+04
2.087848500843247734e+02 1.703850604940972698e+04
3.988285986408080817e+02 1.570819980951434445e+04
5.737957698984309900e+02 1.448342961071098398e+04
7.385707352812429463e+02 1.333000485303129972e+04
9.195012946608831044e+02 1.206349093737381918e+04
1.077207962056671931e+03 1.095954426560329739e+04
1.268788650274886777e+03 9.618479448075793698e+03
1.437891571899510609e+03 8.434758996703425510e+03
1.595598239295299436e+03 7.330812324932903721e+03
1.772047291075570911e+03 6.095668962471003397e+03
1.949984286701185283e+03 4.850109993091702563e+03
2.126433338481456758e+03 3.614966630629802239e+03
2.247573488368192102e+03 2.766985581422655741e+03
2.259687503356865818e+03 2.682187476501941092e+03
